X,Y,CountryCode
152,87,792
152,86,792
153,88,792
153,87,792
153,86,792
153,85,792
154,90,792
154,89,792
154,88,792
154,87,792
154,86,792
154,85,792
155,91,792
155,90,792
155,89,792
155,88,792
155,87,792
156,92,792
156,91,792
156,90,792
156,89,792
156,88,792
156,87,792
156,86,792
156,85,792
157,93,792
157,92,792
157,91,792
157,90,792
157,89,792
157,88,792
157,87,792
157,86,792
157,85,792
158,93,792
158,92,792
158,91,792
158,90,792
158,89,792
158,88,792
158,87,792
158,86,792
158,85,792
159,93,792
159,92,792
159,91,792
159,90,792
159,89,792
159,88,792
159,87,792
159,86,792
159,85,792
159,84,792
160,92,792
160,91,792
160,90,792
160,89,792
160,88,792
160,87,792
160,86,792
160,85,792
160,84,792
161,92,792
161,91,792
161,90,792
161,89,792
161,88,792
161,87,792
161,86,792
161,85,792
161,84,792
162,92,792
162,91,792
162,90,792
162,89,792
162,88,792
162,87,792
162,86,792
162,85,792
163,92,792
163,91,792
163,90,792
163,89,792
163,88,792
163,87,792
163,86,792
163,85,792
163,84,792
164,92,792
164,91,792
164,90,792
164,89,792
164,88,792
164,87,792
164,86,792
164,85,792
164,84,792
165,92,792
165,91,792
165,90,792
165,89,792
165,88,792
165,87,792
165,86,792
165,85,792
165,84,792
166,91,792
166,90,792
166,89,792
166,88,792
166,87,792
166,86,792
166,85,792
166,84,792
167,91,792
167,90,792
167,89,792
167,88,792
167,87,792
167,86,792
167,85,792
167,84,792
168,91,792
168,90,792
168,89,792
168,88,792
168,87,792
168,86,792
168,85,792
168,84,792
169,89,792
169,88,792
169,87,792
169,86,792
169,85,792
169,84,792
170,90,792
170,89,792
170,88,792
170,87,792
170,86,792
170,85,792
156,82,196
157,82,196
158,80,422
159,80,422
159,79,422
159,78,422
159,77,422
160,80,422
160,79,422
160,78,422
160,77,422
161,80,422
161,79,422
161,77,422
158,73,275
159,75,275
159,74,275
162,75,275
162,74,275
162,73,275
163,75,275
163,74,275
163,73,275
163,72,275
159,76,376
159,73,376
159,72,376
160,76,376
160,75,376
160,74,376
160,73,376
160,72,376
160,71,376
161,76,376
161,75,376
161,74,376
161,73,376
161,72,376
161,71,376
162,77,376
162,76,376
160,82,760
160,81,760
161,83,760
161,82,760
161,81,760
161,78,760
162,84,760
162,83,760
162,82,760
162,81,760
162,80,760
162,79,760
162,78,760
163,83,760
163,82,760
163,81,760
163,80,760
163,79,760
164,83,760
164,82,760
164,81,760
164,80,760
165,83,760
165,82,760
165,81,760
165,80,760
166,83,760
166,82,760
166,81,760
166,80,760
167,83,760
167,82,760
167,81,760
167,80,760
168,83,760
168,82,760
168,81,760
169,83,760
163,78,400
163,77,400
163,76,400
164,79,400
164,78,400
164,77,400
164,76,400
164,75,400
164,74,400
164,73,400
164,72,400
165,79,400
165,78,400
165,77,400
165,76,400
165,74,400
165,73,400
165,72,400
166,78,400
166,77,400
164,95,268
164,94,268
164,93,268
165,95,268
165,94,268
165,93,268
166,95,268
167,95,268
165,75,682
166,75,682
166,74,682
166,73,682
166,72,682
167,75,682
167,74,682
167,73,682
167,72,682
168,74,682
168,73,682
168,72,682
168,71,682
168,70,682
168,69,682
168,68,682
169,73,682
169,72,682
169,71,682
169,70,682
169,69,682
169,68,682
169,67,682
170,72,682
170,71,682
170,70,682
170,69,682
170,68,682
170,67,682
171,72,682
171,71,682
171,70,682
171,69,682
171,68,682
171,67,682
171,66,682
172,71,682
172,70,682
172,69,682
172,68,682
172,67,682
173,71,682
173,70,682
173,69,682
173,68,682
173,67,682
174,71,682
174,70,682
174,69,682
174,68,682
174,67,682
175,70,682
175,69,682
175,68,682
175,67,682
176,69,682
176,68,682
176,67,682
177,69,682
177,68,682
177,67,682
178,68,682
178,67,682
179,68,682
179,67,682
180,68,682
180,67,682
166,94,51
166,93,51
166,92,51
167,94,51
167,93,51
167,92,51
166,79,368
166,76,368
167,79,368
167,78,368
167,77,368
167,76,368
168,80,368
168,79,368
168,78,368
168,77,368
168,76,368
168,75,368
169,82,368
169,81,368
169,80,368
169,79,368
169,78,368
169,77,368
169,76,368
169,75,368
169,74,368
170,84,368
170,83,368
170,82,368
170,81,368
170,80,368
170,79,368
170,78,368
170,77,368
170,76,368
170,75,368
170,74,368
170,73,368
171,84,368
171,83,368
171,82,368
171,81,368
171,80,368
171,79,368
171,78,368
171,77,368
171,76,368
171,75,368
171,74,368
171,73,368
172,84,368
172,83,368
172,82,368
172,81,368
172,80,368
172,79,368
172,78,368
172,77,368
172,76,368
172,75,368
172,74,368
172,73,368
172,72,368
173,83,368
173,82,368
173,81,368
173,80,368
173,79,368
173,78,368
173,77,368
173,76,368
173,75,368
173,74,368
173,73,368
173,72,368
174,82,368
174,78,368
174,77,368
174,76,368
174,75,368
174,74,368
174,73,368
175,77,368
175,76,368
175,75,368
167,112,643
167,111,643
167,110,643
167,109,643
167,108,643
167,107,643
167,106,643
167,105,643
167,104,643
167,103,643
167,102,643
167,101,643
167,100,643
167,99,643
167,98,643
167,97,643
167,96,643
168,112,643
168,111,643
168,110,643
168,109,643
168,108,643
168,107,643
168,106,643
168,105,643
168,104,643
168,103,643
168,102,643
168,101,643
168,100,643
168,99,643
168,98,643
168,97,643
168,96,643
169,97,643
169,96,643
168,95,31
168,94,31
168,93,31
168,92,31
169,95,31
169,94,31
169,93,31
169,92,31
169,91,31
169,90,31
170,95,31
170,94,31
170,93,31
170,92,31
170,91,31
171,94,31
171,93,31
171,92,31
171,91,31
171,90,31
171,89,364
171,88,364
171,87,364
171,86,364
171,85,364
172,91,364
172,90,364
172,89,364
172,88,364
172,87,364
172,86,364
172,85,364
173,90,364
173,89,364
173,88,364
173,87,364
173,86,364
173,85,364
173,84,364
174,89,364
174,88,364
174,87,364
174,86,364
174,85,364
174,84,364
174,83,364
175,89,364
175,88,364
175,87,364
175,86,364
175,85,364
175,84,364
175,83,364
175,82,364
176,89,364
176,88,364
176,87,364
176,86,364
176,85,364
176,84,364
176,83,364
176,82,364
177,89,364
177,88,364
177,87,364
177,86,364
177,85,364
177,84,364
177,83,364
177,82,364
177,81,364
178,89,364
178,88,364
178,87,364
178,86,364
178,85,364
178,84,364
178,83,364
178,82,364
178,81,364
179,89,364
179,88,364
179,87,364
179,86,364
179,85,364
179,84,364
179,83,364
179,82,364
179,81,364
180,88,364
180,87,364
180,86,364
180,85,364
180,84,364
180,83,364
180,82,364
180,81,364
181,88,364
181,87,364
181,86,364
181,85,364
181,84,364
181,83,364
181,82,364
181,81,364
182,89,364
182,88,364
182,87,364
182,86,364
182,85,364
182,84,364
182,83,364
182,82,364
182,81,364
183,90,364
183,89,364
183,88,364
183,87,364
183,86,364
183,85,364
183,84,364
183,83,364
183,82,364
183,81,364
184,90,364
184,89,364
184,88,364
184,87,364
184,86,364
184,85,364
184,84,364
184,83,364
184,82,364
184,81,364
185,90,364
185,89,364
185,88,364
185,87,364
185,86,364
185,85,364
185,84,364
185,83,364
185,82,364
185,81,364
185,80,364
186,90,364
186,89,364
186,88,364
186,87,364
186,86,364
186,85,364
186,84,364
186,83,364
186,82,364
186,81,364
186,80,364
187,90,364
187,89,364
187,88,364
187,87,364
187,86,364
187,85,364
187,84,364
187,83,364
187,82,364
187,81,364
187,80,364
187,79,364
188,90,364
188,89,364
188,88,364
188,87,364
188,86,364
188,85,364
188,84,364
188,83,364
188,82,364
188,81,364
188,80,364
189,90,364
189,89,364
189,88,364
189,83,364
189,82,364
172,66,887
172,65,887
172,64,887
172,63,887
172,62,887
173,66,887
173,65,887
173,64,887
173,63,887
173,62,887
173,61,887
173,60,887
174,66,887
174,65,887
174,64,887
174,63,887
174,62,887
174,61,887
174,60,887
175,66,887
175,65,887
175,64,887
175,63,887
175,62,887
175,61,887
176,66,887
176,65,887
176,64,887
176,63,887
176,62,887
176,61,887
177,66,887
177,65,887
177,64,887
177,63,887
177,62,887
177,61,887
178,66,887
178,65,887
178,64,887
178,63,887
178,62,887
178,61,887
179,65,887
179,64,887
179,63,887
179,62,887
180,65,887
180,64,887
180,63,887
180,62,887
181,65,887
181,64,887
181,63,887
181,62,887
182,65,887
182,64,887
182,63,887
174,72,414
175,74,414
175,73,414
175,72,414
175,71,414
176,75,414
176,74,414
176,73,414
177,98,860
177,97,860
178,98,860
178,97,860
179,98,860
179,97,860
180,98,860
180,97,860
180,96,860
181,98,860
181,97,860
181,96,860
181,95,860
182,98,860
182,97,860
182,96,860
182,95,860
182,94,860
182,92,860
183,98,860
183,97,860
183,96,860
183,95,860
183,94,860
183,93,860
183,92,860
183,91,860
184,98,860
184,97,860
184,96,860
184,95,860
184,94,860
184,93,860
184,92,860
184,91,860
185,98,860
185,97,860
185,96,860
185,95,860
185,94,860
185,93,860
185,92,860
185,91,860
186,98,860
186,97,860
186,96,860
186,95,860
186,94,860
186,93,860
186,92,860
186,91,860
187,98,860
187,97,860
187,96,860
187,95,860
187,94,860
187,93,860
187,92,860
188,98,860
188,97,860
188,96,860
188,95,860
188,94,860
189,96,860
189,95,860
177,70,784
178,70,784
178,69,784
179,71,784
179,70,784
179,69,784
180,72,784
180,71,784
180,70,784
180,69,784
181,72,784
181,71,784
181,70,784
181,69,784
181,68,784
182,72,784
182,71,784
182,70,784
183,70,784
178,77,48
178,76,48
179,76,48
178,73,634
178,72,634
178,71,634
179,73,634
179,72,634
179,91,795
179,90,795
180,92,795
180,91,795
180,90,795
180,89,795
181,92,795
