X,Y,CountryCode
0,96,840
0,88,840
0,87,840
0,86,840
0,85,840
0,84,840
0,77,840
1,95,124
1,93,840
1,92,840
1,91,840
1,90,840
1,89,840
1,88,840
1,87,840
1,86,840
1,85,840
1,84,840
1,83,840
1,76,840
1,75,840
2,95,124
2,94,840
2,93,840
2,92,840
2,91,840
2,90,840
2,89,840
2,88,840
2,87,840
2,86,840
2,85,840
2,84,840
2,83,840
2,82,840
3,95,124
3,94,840
3,93,840
3,92,840
3,91,840
3,90,840
3,89,840
3,88,840
3,87,840
3,86,840
3,85,840
3,84,840
3,83,840
3,82,840
3,81,840
3,80,840
4,95,124
4,94,840
4,93,840
4,92,840
4,91,840
4,90,840
4,89,840
4,88,840
4,87,840
4,86,840
4,85,840
4,84,840
4,83,840
4,82,840
4,81,840
4,80,840
5,95,124
5,94,840
5,93,840
5,92,840
5,91,840
5,90,840
5,89,840
5,88,840
5,87,840
5,86,840
5,85,840
5,84,840
5,83,840
5,82,840
5,81,840
5,80,840
5,79,840
6,95,124
6,94,840
6,93,840
6,92,840
6,91,840
6,90,840
6,89,840
6,88,840
6,87,840
6,86,840
6,85,840
6,84,840
6,83,840
6,82,840
6,81,840
6,80,840
6,79,840
6,78,840
6,77,484
6,76,484
6,75,484
7,95,124
7,94,840
7,93,840
7,92,840
7,91,840
7,90,840
7,89,840
7,88,840
7,87,840
7,86,840
7,85,840
7,84,840
7,83,840
7,82,840
7,81,840
7,80,840
7,79,840
7,78,840
7,77,484
7,76,484
7,75,484
7,74,484
7,73,484
7,72,484
8,95,124
8,94,840
8,93,840
8,92,840
8,91,840
8,90,840
8,89,840
8,88,840
8,87,840
8,86,840
8,85,840
8,84,840
8,83,840
8,82,840
8,81,840
8,80,840
8,79,840
8,78,840
8,77,484
8,74,484
8,73,484
8,72,484
8,71,484
8,70,484
9,95,124
9,94,840
9,93,840
9,92,840
9,91,840
9,90,840
9,89,840
9,88,840
9,87,840
9,86,840
9,85,840
9,84,840
9,83,840
9,82,840
9,81,840
9,80,840
9,79,840
9,78,840
9,77,484
9,76,484
9,75,484
9,71,484
9,70,484
9,69,484
9,68,484
10,95,124
10,94,840
10,93,840
10,92,840
10,91,840
10,90,840
10,89,840
10,88,840
10,87,840
10,86,840
10,85,840
10,84,840
10,83,840
10,82,840
10,81,840
10,80,840
10,79,840
10,78,840
10,77,484
10,76,484
10,75,484
10,74,484
10,73,484
10,69,484
10,68,484
10,67,484
11,95,124
11,94,840
11,93,840
11,92,840
11,91,840
11,90,840
11,89,840
11,88,840
11,87,840
11,86,840
11,85,840
11,84,840
11,83,840
11,82,840
11,81,840
11,80,840
11,79,840
11,78,840
11,77,484
11,76,484
11,75,484
11,74,484
11,73,484
11,72,484
11,71,484
11,67,484
11,66,484
12,95,124
12,94,840
12,93,840
12,92,840
12,91,840
12,90,840
